Date,Forecast
2021-07-04,1.7527589
2021-07-11,1.3896613
2021-07-18,1.7157489
2021-07-25,1.8011903
2021-08-01,2.6622684
2021-08-08,2.4834466
2021-08-15,2.8011408
2021-08-22,1.9444803
2021-08-29,2.3676014
2021-09-05,1.8306231
2021-09-12,2.1110322
2021-09-19,2.0225942
2021-09-26,2.3247273
2021-10-03,2.2500267
2021-10-10,2.327466
2021-10-17,2.2360916
2021-10-24,2.2805834
2021-10-31,2.2643638
2021-11-07,2.2805834
2021-11-14,2.327466
2021-11-21,2.2805834
2021-11-28,2.3436856
2021-12-05,2.2805834
2021-12-12,2.2805834
2021-12-19,2.2805834
2021-12-26,2.2805834
2022-01-02,2.2805834
2022-01-09,2.2805834
2022-01-16,2.2805834
2022-01-23,2.2805834
2022-01-30,2.2805834
2022-02-06,2.2805834
2022-02-13,2.2805834
2022-02-20,2.2805834
2022-02-27,2.2805834
2022-03-06,2.2805834
2022-03-13,2.2805834
2022-03-20,2.2805834
2022-03-27,2.2805834
2022-04-03,2.2805834
2022-04-10,2.2805834
2022-04-17,2.2805834
2022-04-24,2.2805834
2022-05-01,2.2805834
2022-05-08,2.2805834
2022-05-15,2.2805834
2022-05-22,2.2805834
2022-05-29,2.2805834
2022-06-05,2.2805834
2022-06-12,2.2805834
2022-06-19,2.2805834
2022-06-26,2.2805834
2022-07-03,2.2805834
2022-07-10,2.2805834
2022-07-17,2.2805834
2022-07-24,2.2805834
2022-07-31,2.2805834
2022-08-07,2.2805834
2022-08-14,2.2805834
2022-08-21,2.2805834
2022-08-28,2.2805834
2022-09-04,2.2805834
2022-09-11,2.2805834
2022-09-18,2.2805834
2022-09-25,2.2805834
2022-10-02,2.2805834
2022-10-09,2.2805834
2022-10-16,2.2805834
2022-10-23,2.2805834
2022-10-30,2.2805834
2022-11-06,2.2805834
2022-11-13,2.2805834
2022-11-20,2.2805834
2022-11-27,2.2805834
2022-12-04,2.2805834
2022-12-11,2.2805834
2022-12-18,2.2805834
2022-12-25,2.2805834
