Date,Forecast
2021-07-04,1.245994
2021-07-11,0.9014181
2021-07-18,0.4314198
2021-07-25,0.2455711
2021-08-01,0.44423234
2021-08-08,0.19524422
2021-08-15,0.23124741
2021-08-22,0.06275507
2021-08-29,0.042514294
2021-09-05,0.070845075
2021-09-12,0.07926143
2021-09-19,0.07835352
2021-09-26,0.061154854
2021-10-03,0.03340566
2021-10-10,0.03340566
2021-10-17,0.061154854
2021-10-24,0.061154854
2021-10-31,0.061154854
2021-11-07,0.061154854
2021-11-14,0.061154854
2021-11-21,0.061154854
2021-11-28,0.061154854
2021-12-05,0.061154854
2021-12-12,0.061154854
2021-12-19,0.061154854
2021-12-26,0.061154854
2022-01-02,0.061154854
2022-01-09,0.061154854
2022-01-16,0.061154854
2022-01-23,0.061154854
2022-01-30,0.061154854
2022-02-06,0.061154854
2022-02-13,0.061154854
2022-02-20,0.061154854
2022-02-27,0.061154854
2022-03-06,0.061154854
2022-03-13,0.061154854
2022-03-20,0.061154854
2022-03-27,0.061154854
2022-04-03,0.061154854
2022-04-10,0.061154854
2022-04-17,0.061154854
2022-04-24,0.061154854
2022-05-01,0.061154854
2022-05-08,0.061154854
2022-05-15,0.061154854
2022-05-22,0.061154854
2022-05-29,0.061154854
2022-06-05,0.061154854
2022-06-12,0.061154854
2022-06-19,0.061154854
2022-06-26,0.061154854
2022-07-03,0.061154854
2022-07-10,0.061154854
2022-07-17,0.061154854
2022-07-24,0.061154854
2022-07-31,0.061154854
2022-08-07,0.061154854
2022-08-14,0.061154854
2022-08-21,0.061154854
2022-08-28,0.061154854
2022-09-04,0.061154854
2022-09-11,0.061154854
2022-09-18,0.061154854
2022-09-25,0.061154854
2022-10-02,0.061154854
2022-10-09,0.061154854
2022-10-16,0.061154854
2022-10-23,0.061154854
2022-10-30,0.061154854
2022-11-06,0.061154854
2022-11-13,0.061154854
2022-11-20,0.061154854
2022-11-27,0.061154854
2022-12-04,0.061154854
2022-12-11,0.061154854
2022-12-18,0.061154854
2022-12-25,0.061154854
